"Country","CustomerID","TotalRevenue","LogRevenue"
"Germany",12649,623.51,6.43536480348386
"Germany",12654,601.98,6.40022422216558
"Germany",12658,686.05,6.53095051136718
"Germany",12662,3849.78,8.25577128279197
"Germany",12665,63,4.14313472639153
"Germany",12668,3807.15,8.24463615670953
"Germany",12673,610.52,6.41431105304692
"Germany",12693,855.91,6.75216523042721
"Germany",12701,797.71,6.68174512287963
"Germany",12702,219,5.3890717298165
"Germany",12703,283.55,5.64738847446004
"Germany",12705,6868.29,8.83467044593664
"Germany",12708,2712.91,7.90577713850012
"Germany",12709,9736.52,9.18363904326575
"Germany",12710,1149.02,7.04666468413765
"Germany",12712,4396.13,8.38847988742475
"Germany",12713,848.55,6.74352901045727
"Germany",12720,5781.73,8.66245822484121
"Germany",12738,155.35,5.04568063583906
"Germany",13810,1499.01,7.31256016919442
"Germany",13811,814.5,6.7025744280421
"Germany",13812,539,6.289715570909
"Germany",13813,1366.86,7.22027141743392
"Germany",13814,1579.12,7.36462300883473
"Germany",13815,4027.36,8.30086635342895
"Germany",13816,571.67,6.34856190181872
"Germany",13817,382.98,5.94798276849602
"Germany",14335,468.26,6.14902369720935
"United Kingdom",12346,77183.6,11.2539422782121
"United Kingdom",12747,4196.01,8.34188935273546
"United Kingdom",12748,33719.73,10.4258384049663
"United Kingdom",12749,4090.88,8.31651538481769
"United Kingdom",12820,942.34,6.84836614363788
"United Kingdom",12821,92.72,4.5295841990315
"United Kingdom",12822,948.88,6.85528234172102
"United Kingdom",12823,1759.5,7.47278495676164
"United Kingdom",12824,397.12,5.98423850201624
"United Kingdom",12826,1474.72,7.29622342024535
"United Kingdom",12827,430.15,6.06413398506736
"United Kingdom",12828,1018.71,6.92629239998055
"United Kingdom",12829,293,5.68017260901707
"United Kingdom",12830,6814.64,8.82682851808386
"United Kingdom",12831,215.05,5.37087055922975
"United Kingdom",12832,383.03,5.94811331509481
"United Kingdom",12833,417.38,6.03399707782668
"United Kingdom",12834,312.38,5.74422039542958
"United Kingdom",12836,2612.86,7.86820068582271
"United Kingdom",12837,134.1,4.89858579028763
"United Kingdom",12838,683.13,6.52668517820868
"United Kingdom",12839,5591.42,8.62898855893497
"United Kingdom",12840,2726.77,7.91087303752111
"United Kingdom",12841,4022.35,8.29962158792885
"United Kingdom",12842,1118.99,7.0201817717215
"United Kingdom",12843,1702.26,7.43971205892359
"United Kingdom",12844,325.96,5.78677467445202
"United Kingdom",12845,354.09,5.86955111810909
"United Kingdom",12847,871.54,6.77026176178402
"United Kingdom",12849,1050.89,6.95739270317303
"United Kingdom",12851,135.18,4.90660722367221
"United Kingdom",12852,311.55,5.74155983899023
"United Kingdom",12853,1957.1,7.57921906471092
"United Kingdom",12854,1324.5,7.18879030871212
"United Kingdom",12855,38.1,3.64021428213266
"United Kingdom",12856,2179.93,7.68704804517585
"United Kingdom",12857,1106.4,7.00886678035055
"United Kingdom",12863,521.2,6.25613384525069
"United Kingdom",12864,147.12,4.99124858029607
"United Kingdom",12867,4036.82,8.30321253229386
"United Kingdom",12868,1607.06,7.38216170169266
"United Kingdom",12871,380.64,5.94185404655465
"United Kingdom",12872,599.97,6.3968796539661
"United Kingdom",12873,374,5.92425579741453
"United Kingdom",12875,343.23,5.83840077638096
"United Kingdom",12877,1535.77,7.33678716291219
"United Kingdom",12878,854.99,6.75108977296193
"United Kingdom",12879,573.22,6.35126958718062
"United Kingdom",12881,298,5.6970934865054
"United Kingdom",12882,1463.04,7.28827174172634
"United Kingdom",12883,703.47,6.55602523172193
"United Kingdom",12884,309.05,5.73350307610528
"United Kingdom",12885,1175.22,7.06921064309471
"United Kingdom",12886,1378.4,7.22867868521372
"United Kingdom",12888,354.12,5.86963583874285
"United Kingdom",12890,380.47,5.94140733056661
"United Kingdom",12891,331,5.80211837537706
"United Kingdom",12893,188.14,5.23718636654381
"United Kingdom",12895,372.8,5.92104208281144
"United Kingdom",12897,216.5,5.37759054744254
"United Kingdom",12901,17654.54,9.77874825308111
"United Kingdom",12902,138.68,4.93216912081682
"United Kingdom",12904,509.58,6.23358685701997
"United Kingdom",12906,2919.81,7.97927382465213
"United Kingdom",12908,750,6.62007320653036
"United Kingdom",12909,2178.67,7.68646987785832
"United Kingdom",12910,3075.04,8.0310731882861
"United Kingdom",12912,1662.3,7.41595746454141
"United Kingdom",12913,2483.63,7.8174764786576
"United Kingdom",12915,363.65,5.89619186660055
"United Kingdom",12916,3006.15,8.00841546926755
"United Kingdom",12917,594,6.38687931936265
"United Kingdom",12919,1335.19,7.1968288828049
"United Kingdom",12920,164.23,5.10126788434947
"United Kingdom",12921,16587.09,9.7163799609273
"United Kingdom",12922,405.38,6.00482489880982
"United Kingdom",12923,176.97,5.17598022668309
"United Kingdom",12924,933.7,6.83915518748988
"United Kingdom",12925,694.05,6.54254400402112
"United Kingdom",12928,2062.7,7.63177108320455
"United Kingdom",12929,117.85,4.76941262938214
"United Kingdom",12930,415.8,6.03020437542391
"United Kingdom",12931,42055.96,10.646756391386
"United Kingdom",12933,607.53,6.40940155671147
"United Kingdom",12935,2160.7,7.67818752225162
"United Kingdom",12936,1063.9,6.96969668052232
"United Kingdom",12937,1504.27,7.31606300967437
"United Kingdom",12938,114.14,4.73742576510856
"United Kingdom",12939,11581.8,9.35719017946188
"United Kingdom",12940,913.54,6.81732716248941
"United Kingdom",12942,683.9,6.52781170810405
"United Kingdom",12944,604.51,6.40441821251521
"United Kingdom",12945,462.95,6.13761905689406
"United Kingdom",12947,1603.99,7.38024955399306
"United Kingdom",12948,2064.95,7.63286129202693
"United Kingdom",12949,4167.22,8.33500442580514
"United Kingdom",12950,1843,7.51914995766982
"United Kingdom",12951,1064.07,6.96985645721124
"United Kingdom",12952,1387.79,7.23546783279026
"United Kingdom",12953,329.85,5.79863800566888
"United Kingdom",12955,4757.16,8.46740613051033
"United Kingdom",12956,108.07,4.68277916531507
"United Kingdom",12957,4017.54,8.29842505400267
"United Kingdom",12962,266.39,5.58496140042415
"United Kingdom",12963,1856.63,7.52651829540471
"United Kingdom",12965,771.91,6.64886796291788
"United Kingdom",12966,160.18,5.07629818289554
"United Kingdom",12967,1660.9,7.41511490310495
"United Kingdom",12968,135.95,4.91228717107848
"United Kingdom",12970,452.24,6.11421301236704
"United Kingdom",12971,11189.91,9.32276775837818
"United Kingdom",12974,144.8,4.97535347995162
"United Kingdom",12976,738.6,6.60475650241846
"United Kingdom",12977,39.24,3.66969663469716
"United Kingdom",12980,7374.9,8.90583762179406
"United Kingdom",12981,372.22,5.91948507731582
"United Kingdom",12982,390.54,5.96753039681235
"United Kingdom",12984,97.5,4.5798523780038
"United Kingdom",12985,1239.38,7.1223665335574
"United Kingdom",12987,558.7,6.3256126564651
"United Kingdom",12988,535.32,6.28286469892817
"United Kingdom",12989,6924.11,8.84276480294056
"United Kingdom",12990,409.5,6.01493690329312
"United Kingdom",12991,503.76,6.22209996418049
"United Kingdom",12993,414.76,6.02770003969008
"United Kingdom",12994,974.42,6.88184242219655
"United Kingdom",12995,211.32,5.35337357229611
"United Kingdom",12997,1226.89,7.1122377911404
"United Kingdom",12999,455.88,6.12222961698753
"United Kingdom",13000,534.85,6.28198633375214
"United Kingdom",13001,9818.82,9.19205623119558
"United Kingdom",13002,120.95,4.79537723705604
"United Kingdom",13003,149.05,5.00428182012408
"United Kingdom",13004,5655.91,8.64045629514429
"United Kingdom",13005,513.7,6.24163943747322
"United Kingdom",13006,81.57,4.40146154731249
"United Kingdom",13008,229.47,5.43577230200188
"United Kingdom",13011,50.55,3.92296294546648
"United Kingdom",13012,1661.84,7.41568070122643
"United Kingdom",13013,4810.94,8.47864777020202
"United Kingdom",13014,3466.28,8.15083725177894
"United Kingdom",13015,3346.28,8.11560456005399
"United Kingdom",13016,789.89,6.67189369525988
"United Kingdom",13017,204,5.31811999384422
"United Kingdom",13018,7277.7,8.89257015720712
"United Kingdom",13021,2616.38,7.86954696196672
"United Kingdom",13023,689.9,6.53654665955206
"United Kingdom",13026,975.36,6.88280663361817
"United Kingdom",13027,6912,8.84101431048389
"United Kingdom",13028,661.32,6.49423783768314
"United Kingdom",13029,1247.5,7.12889682762567
"United Kingdom",13030,799.48,6.68396151632634
"United Kingdom",13032,1010.18,6.91788381177818
"United Kingdom",13033,190.55,5.24991462731987
"United Kingdom",13034,642.77,6.46578696195906
"United Kingdom",13035,921.88,6.82641506324229
"United Kingdom",13037,881.07,6.78113707794437
"United Kingdom",13038,908.46,6.81175085824834
"United Kingdom",13040,676.99,6.51765650175444
"United Kingdom",13043,516.42,6.24692038788944
"United Kingdom",13044,560.47,6.32877571744017
"United Kingdom",13045,305.28,5.72122938825992
"United Kingdom",13046,629.31,6.44462398107881
"United Kingdom",13047,3237.54,8.08256906114382
"United Kingdom",13048,1835.91,7.51529555037109
"United Kingdom",13049,656.68,6.48719683742632
"United Kingdom",13050,5836.86,8.67194825999239
"United Kingdom",13052,348.15,5.85263342138856
"United Kingdom",13055,1214.41,7.10201364112657
"United Kingdom",13058,271.4,5.60359374740077
"United Kingdom",13059,183.4,5.21166955982236
"United Kingdom",13060,307.53,5.72857264346342
"United Kingdom",13061,248.61,5.51588540352906
"United Kingdom",13062,346.98,5.84926714139818
"United Kingdom",13064,1119.49,7.02062850343974
"United Kingdom",13065,205.86,5.32719632609841
"United Kingdom",13066,470.8,6.15443337538612
"United Kingdom",13067,115.46,4.74892414963279
"United Kingdom",13068,344,5.8406416573734
"United Kingdom",13069,4436.12,8.39753539950203
"United Kingdom",13070,228.8,5.43284825950564
"United Kingdom",13072,177.15,5.17699683131148
"United Kingdom",13075,919.61,6.82394966712307
"United Kingdom",13077,729.27,6.59204403380885
"United Kingdom",13078,12627.94,9.44366709832038
"United Kingdom",13079,220.1,5.39408198853242
"United Kingdom",13080,58.08,4.06182137051654
"United Kingdom",13081,28337.38,10.2519370601354
"United Kingdom",13082,3613.63,8.19246808627627
"United Kingdom",13083,303.75,5.71620499465476
"United Kingdom",13085,416.08,6.03087754946482
"United Kingdom",13089,58825.83,10.9823363231433
"United Kingdom",13090,8910.82,9.09502154765559
"United Kingdom",13091,345.82,5.84591840847664
"United Kingdom",13092,477.83,6.16925502069795
"United Kingdom",13093,7832.47,8.96603319262431
"United Kingdom",13094,1927.32,7.56388571586281
"United Kingdom",13095,74.4,4.30945594183905
"United Kingdom",13097,6010.42,8.70124990861497
"United Kingdom",13098,28882.44,10.2709890769725
"United Kingdom",13099,207.36,5.33445641316391
"United Kingdom",13101,101.19,4.61699993774167
"United Kingdom",13102,6424.09,8.7678102654911
"United Kingdom",13103,243.94,5.49692229341509
"United Kingdom",13104,1098.48,7.0016826850135
"United Kingdom",13106,76.5,4.33729074083249
"United Kingdom",13107,1531.62,7.33408127775763
"United Kingdom",13108,350.06,5.85810456836269
"United Kingdom",13109,786.54,6.66764357943777
"United Kingdom",13110,1488.67,7.30563838286966
"United Kingdom",13113,12245.96,9.41295136565987
"United Kingdom",13115,2294.78,7.73839225733328
"United Kingdom",13116,501.14,6.21688550316623
"United Kingdom",13117,984.91,6.89255026643917
"United Kingdom",13118,1197.81,7.08825016843468
"United Kingdom",13120,30.6,3.42100000895834
"United Kingdom",13121,283.73,5.64802308172996
"United Kingdom",13122,922.39,6.82696812761247
"United Kingdom",13124,3866.33,8.26006101567011
"United Kingdom",13126,2099.64,7.64952118044453
"United Kingdom",13127,259.17,5.5574842170389
"United Kingdom",13130,64,4.15888308335967
"United Kingdom",13131,1073.3,6.97849329348748
"United Kingdom",13132,77.3,4.34769395559338
"United Kingdom",13133,109.8,4.69866052907543
"United Kingdom",13134,1793.58,7.49196890149747
"United Kingdom",13135,3096,8.03786623470962
"United Kingdom",13136,2607.61,7.86618937198704
"United Kingdom",13137,3650.41,8.20259476903526
"United Kingdom",13138,962.39,6.86941977391654
"United Kingdom",13139,5064.94,8.53009757061064
"United Kingdom",13140,423.72,6.0490728597283
"United Kingdom",13141,2388.75,7.77852549555448
"United Kingdom",13142,307.09,5.72714086423344
"United Kingdom",13144,110.95,4.7090796493786
"United Kingdom",13145,618.52,6.42732952760723
"United Kingdom",13146,228.91,5.43332891320391
"United Kingdom",13147,712.8,6.5692008761566
"United Kingdom",13148,3707.12,8.21801057381644
"United Kingdom",13149,1676.06,7.42420107992391
"United Kingdom",13151,1257.87,7.13717509328783
"United Kingdom",13153,486.22,6.18666119637124
"United Kingdom",13155,971.76,6.87910886039201
"United Kingdom",13157,1741.22,7.46234129594344
"United Kingdom",13158,1201.06,7.09095977920013
"United Kingdom",13159,1437.85,7.27090422129635
"United Kingdom",13160,91.8,4.51961229762644
"United Kingdom",13161,112.75,4.72517297838279
"United Kingdom",13162,1688.29,7.43147146134768
"United Kingdom",13165,1021.48,6.92900783501559
"United Kingdom",13166,417.2,6.03356572312662
"United Kingdom",13167,791.33,6.67371507419272
"United Kingdom",13168,1319.19,7.18477319086493
"United Kingdom",13169,712.88,6.56931310330446
"United Kingdom",13170,116.01,4.75367639428732
"United Kingdom",13171,468.41,6.14934398076979
"United Kingdom",13173,353.65,5.868307723482
"United Kingdom",13174,2817.03,7.94343841744693
"United Kingdom",13176,492.84,6.20018457775647
"United Kingdom",13177,282.45,5.64350154377127
"United Kingdom",13178,5725.47,8.65267992112261
"United Kingdom",13182,121.18,4.79727704351684
"United Kingdom",13183,3957.78,8.28343854098959
"United Kingdom",13184,1701.29,7.43914206581271
"United Kingdom",13185,71.4,4.26829786934554
"United Kingdom",13186,1575.89,7.36257547102759
"United Kingdom",13187,236.02,5.4639165471976
"United Kingdom",13188,114.6,4.74144780428064
"United Kingdom",13189,260.68,5.56329360146418
"United Kingdom",13192,911.94,6.81557419843643
"United Kingdom",13193,117.88,4.76966715786949
"United Kingdom",13194,60.7,4.10594369806545
"United Kingdom",13196,1797.78,7.49430784936944
"United Kingdom",13198,3401.24,8.13189534999758
"United Kingdom",13199,9817.12,9.19188307931141
"United Kingdom",13200,870.09,6.76859665457409
"United Kingdom",13203,869.46,6.76787232928589
"United Kingdom",13207,250.26,5.52250037743691
"United Kingdom",13208,1223.9,7.10979776038829
"United Kingdom",13209,5891.61,8.68128458394574
"United Kingdom",13210,353.48,5.8678269066498
"United Kingdom",13211,1197.42,7.08792452120795
"United Kingdom",13212,788.08,6.66959960754742
"United Kingdom",13213,1520.58,7.32684712000496
"United Kingdom",13216,333.74,5.81036224671876
"United Kingdom",13217,533.98,6.28035838507529
"United Kingdom",13218,62.64,4.13740405168255
"United Kingdom",13220,819.29,6.70843811153197
"United Kingdom",13221,847.41,6.74218463892528
"United Kingdom",13223,163.2,5.09497644253001
"United Kingdom",13224,2155.95,7.67598674066535
"United Kingdom",13225,6463.84,8.77397884741934
"United Kingdom",13226,108.21,4.68407378358356
"United Kingdom",13227,257.7,5.55179611765832
"United Kingdom",13228,358,5.8805329864007
"United Kingdom",13229,160.95,5.08109375774482
"United Kingdom",13230,2806.97,7.93986088873797
"United Kingdom",13232,1357.6,7.21347371392002
"United Kingdom",13233,605.12,6.40542678547009
"United Kingdom",13235,1031.07,6.93835237695951
"United Kingdom",13236,744.85,6.6131828558256
"United Kingdom",13238,700.73,6.55212264878851
"United Kingdom",13239,329.56,5.79775843144739
"United Kingdom",13240,663.65,6.49775490207221
"United Kingdom",13242,270.4,5.59990234416881
"United Kingdom",13243,600.07,6.39704631507779
"United Kingdom",13244,121.74,4.80188762306578
"United Kingdom",13245,430.5,6.06494732386779
"United Kingdom",13246,1987.3,7.59453221253424
"United Kingdom",13247,501.12,6.21684559336238
"United Kingdom",13248,465.68,6.14349870296348
"United Kingdom",13249,711.41,6.56724891620499
"United Kingdom",13253,1030.4,6.93770235535009
"United Kingdom",13255,399.51,5.99023879618216
"United Kingdom",13258,698.58,6.54904970327698
"United Kingdom",13259,292.32,5.6778490926297
"United Kingdom",13260,557.62,6.32367772680881
"United Kingdom",13261,944.1,6.85023209273847
"United Kingdom",13262,200.29,5.29976631631314
"United Kingdom",13263,7454.07,8.91651547092615
"United Kingdom",13265,2107.66,7.65333360632999
"United Kingdom",13266,3834.26,8.25173173559947
"United Kingdom",13267,4521.49,8.41659686452267
"United Kingdom",13268,3214.69,8.07548620900561
"United Kingdom",13269,5346.23,8.58414691859421
"United Kingdom",13270,590,6.38012253689976
"United Kingdom",13271,217.38,5.38164697413504
"United Kingdom",13272,276.56,5.62242779561337
"United Kingdom",13273,138.98,4.93433003788618
"United Kingdom",13276,590.93,6.38169756707472
"United Kingdom",13277,258.4,5.55450877190845
"United Kingdom",13278,542.73,6.29661195870128
"United Kingdom",13279,137.75,4.92544044803302
"United Kingdom",13280,814.86,6.70301631934403
"United Kingdom",13282,1132.14,7.03186492602768
"United Kingdom",13283,93.66,4.5396712037554
"United Kingdom",13284,201.19,5.30424973520114
"United Kingdom",13285,2709.12,7.9043791378925
"United Kingdom",13291,361.11,5.88918262105975
"United Kingdom",13292,578.94,6.36119884526035
"United Kingdom",13294,873.74,6.77278284856121
"United Kingdom",13295,201.2,5.30429943822558
"United Kingdom",13296,87.4,4.47049528266149
"United Kingdom",13297,2089.85,7.64484757204831
"United Kingdom",13298,360,5.88610403145016
"United Kingdom",13299,142.5,4.95934199970871
"United Kingdom",13300,371.89,5.91859811162087
"United Kingdom",13301,618.09,6.42663407792248
"United Kingdom",13302,63.75,4.15496918403854
"United Kingdom",13304,300.42,5.70518149556991
"United Kingdom",13305,2000.86,7.60133236711858
"United Kingdom",13307,15,2.70805020110221
"United Kingdom",13308,1385.51,7.23382358188796
"United Kingdom",13309,1456.79,7.2839906640296
"United Kingdom",13310,1132.03,7.03176776017875
"United Kingdom",13311,598.57,6.39454347722318
"United Kingdom",13313,1555.32,7.34943659122328
"United Kingdom",13314,775.94,6.65407519760628
"United Kingdom",13316,5977.73,8.69579617621666
"United Kingdom",13317,2273.68,7.72915494321219
"United Kingdom",13318,640.76,6.46265497183328
"United Kingdom",13319,10845.55,9.29151013659006
"United Kingdom",13320,1548.7,7.34517114832213
"United Kingdom",13321,567.36,6.34099402288584
"United Kingdom",13322,199.48,5.29571398067792
"United Kingdom",13323,787.85,6.66930771640805
"United Kingdom",13324,7121.95,8.87093684331322
"United Kingdom",13325,675.3,6.5151570365808
"United Kingdom",13327,3627.77,8.19637341341506
"United Kingdom",13328,1308.48,7.17662143717628
"United Kingdom",13329,789,6.67076632084587
"United Kingdom",13330,1140.93,7.03959899828685
"United Kingdom",13332,350.9,5.86050128258917
"United Kingdom",13334,3536.82,8.17098329732527
"United Kingdom",13336,795.12,6.67849304665975
"United Kingdom",13338,487.02,6.18830519000114
"United Kingdom",13339,860.12,6.75707191439719
"United Kingdom",13340,10736.48,9.281402567601
"United Kingdom",13341,775.85,6.65395920252949
"United Kingdom",13343,353.43,5.86768544592614
"United Kingdom",13344,2543.72,7.84138285550957
"United Kingdom",13345,389.5,5.9648638653108
"United Kingdom",13347,341.36,5.83293763887974
"United Kingdom",13348,233.76,5.45429494800239
"United Kingdom",13349,247.32,5.51068304469037
"United Kingdom",13350,979.12,6.88665420907408
"United Kingdom",13351,373.94,5.92409535673713
"United Kingdom",13352,397.98,5.98640175276552
"United Kingdom",13354,743.53,6.61140911478356
"United Kingdom",13355,674.7,6.51426814763338
"United Kingdom",13356,768.24,6.64410218432972
"United Kingdom",13357,609.95,6.41337698659475
"United Kingdom",13358,439.03,6.08456774787014
"United Kingdom",13359,439.56,6.08577422657872
"United Kingdom",13362,3090.74,8.03616582342115
"United Kingdom",13363,992.5,6.90022701256135
"United Kingdom",13364,134.96,4.90497843823771
"United Kingdom",13365,2225.37,7.70767847291017
"United Kingdom",13366,56.16,4.02820475971756
"United Kingdom",13368,623.4,6.43518836733324
"United Kingdom",13369,308.28,5.73100846090979
"United Kingdom",13370,754.87,6.62654554899295
"United Kingdom",13372,378.64,5.93658588559799
"United Kingdom",13373,3312.25,8.10538299574823
"United Kingdom",13375,778.65,6.65756165094135
"United Kingdom",13376,1019.76,6.92732258447467
"United Kingdom",13379,572.56,6.35011753343034
"United Kingdom",13381,3639.31,8.19954938222238
"United Kingdom",13382,222.99,5.40712692740531
"United Kingdom",13384,4151.93,8.33132856535871
"United Kingdom",13385,534.57,6.28146268540743
"United Kingdom",13388,677.1,6.5178189724916
"United Kingdom",13389,797.96,6.68205847088021
"United Kingdom",13390,544.08,6.29909629486738
"United Kingdom",13391,59.8,4.09100566095659
"United Kingdom",13394,2520.02,7.83202211698191
"United Kingdom",13395,307.72,5.72919027859073
"United Kingdom",13396,1360.99,7.2159676550859
"United Kingdom",13397,1544.13,7.34221592393155
"United Kingdom",13398,457.34,6.12542709677095
"United Kingdom",13402,621.23,6.43170138373367
"United Kingdom",13403,75,4.31748811353631
"United Kingdom",13404,252.49,5.53137164397076
"United Kingdom",13405,572.451,6.34992714224575
"United Kingdom",13408,28117.04,10.2441310772262
"United Kingdom",13410,1003.06,6.91081060671114
"United Kingdom",13411,213.55,5.36387099728748
"United Kingdom",13414,1390.5,7.23741867367402
"United Kingdom",13416,712.5,6.56877991214281
"United Kingdom",13417,640.83,6.46276421113769
"United Kingdom",13418,6127.43,8.72053069142841
"United Kingdom",13419,221.06,5.39843415788281
"United Kingdom",13420,159.85,5.07423587550585
"United Kingdom",13421,1851.08,7.52352453152069
"United Kingdom",13422,2626.3,7.87333129053105
"United Kingdom",13425,1624.21,7.39277682270659
"United Kingdom",13426,3641.32,8.20010153225639
"United Kingdom",13427,582.6,6.36750084452533
"United Kingdom",13428,218.47,5.386648705338
"United Kingdom",13429,1006.8,6.91453226326116
"United Kingdom",13430,679.45,6.52128364736651
"United Kingdom",13431,1269.1,7.14606326681612
"United Kingdom",13434,534.24,6.28084517619534
"United Kingdom",13435,3809.89,8.24535559631288
"United Kingdom",13436,196.89,5.28264519715374
"United Kingdom",13437,3408.06,8.13389849342803
"United Kingdom",13439,283.71,5.64795258969553
"United Kingdom",13441,296.64,5.69251928237749
"United Kingdom",13447,1129.14,7.02921156000482
"United Kingdom",13448,3539.37,8.17170402418828
"United Kingdom",13449,291.88,5.67634275889742
"United Kingdom",13450,2043.72,7.62252695563874
"United Kingdom",13451,2976.15,7.99838579790859
"United Kingdom",13452,590,6.38012253689976
"United Kingdom",13453,356.98,5.87767975780136
"United Kingdom",13455,1058.34,6.96445692185144
"United Kingdom",13456,1766.72,7.47687999909568
"United Kingdom",13458,9646.57,9.17435769073461
"United Kingdom",13460,183.44,5.21188763854965
"United Kingdom",13461,1445,7.27586460054653
"United Kingdom",13462,151.5,5.02058562494942
"United Kingdom",13464,674.68,6.51423850438981
"United Kingdom",13466,307.9,5.72977505493045
"United Kingdom",13467,1083.71,6.9881456185324
"United Kingdom",13468,5704.97,8.64909300373721
"United Kingdom",13470,165,5.10594547390058
"United Kingdom",13471,2531.58,7.83659889272774
"United Kingdom",13473,422.64,6.04652075285606
"United Kingdom",13474,229.59,5.43629510948994
"United Kingdom",13475,1431.78,7.26667370443318
"United Kingdom",13476,1238.47,7.12163202578581
"United Kingdom",13477,1454.58,7.28247247814152
"United Kingdom",13479,300.95,5.70694413799378
"United Kingdom",13481,1804.56,7.49807207373788
"United Kingdom",13482,184.64,5.21840798331973
"United Kingdom",13483,140.34,4.94406804982414
"United Kingdom",13484,313.8,5.74875584029893
"United Kingdom",13485,454.24,6.11862569272466
"United Kingdom",13486,1122.41,7.02323343822825
"United Kingdom",13487,575.4,6.35506545111745
"United Kingdom",13488,8968.31,9.10145253150514
"United Kingdom",13489,449.52,6.10818034680394
"United Kingdom",13491,1215.82,7.10317402525335
"United Kingdom",13494,316.26,5.75656466009517
"United Kingdom",13495,2044.87,7.62308949677411
"United Kingdom",13496,653.33,6.48208236150262
"United Kingdom",13497,348.05,5.85234614761468
"United Kingdom",13499,1159.11,7.0554077482408
"United Kingdom",13500,1166.77,7.06199452631575
"United Kingdom",13502,292,5.67675380226828
"United Kingdom",13503,216.85,5.37920587028138
"United Kingdom",13504,295.93,5.69012293987024
"United Kingdom",13506,458.52,6.12800391124681
"United Kingdom",13507,2479.16,7.81567507210653
"United Kingdom",13508,110.97,4.70925989451247
"United Kingdom",13509,979.72,6.8872668165548
"United Kingdom",13510,1791.56,7.49084202767176
"United Kingdom",13512,251.21,5.52628924271889
"United Kingdom",13513,205.1,5.32349766507834
"United Kingdom",13514,152.2,5.02519544542759
"United Kingdom",13515,891.12,6.79247909853693
"United Kingdom",13516,1389.41,7.23663447558425
"United Kingdom",13517,2128.42,7.663135199408
"United Kingdom",13518,659.44,6.49139099000497
"United Kingdom",13519,122.75,4.81014976667463
"United Kingdom",13521,1093.65,6.99727600492055
"United Kingdom",13522,125.8,4.83469334426634
"United Kingdom",13523,3964.88,8.28523086879381
"United Kingdom",13524,680.18,6.52235746902408
"United Kingdom",13525,628.78,6.44378143399338
"United Kingdom",13527,2287.51,7.73521916872482
"United Kingdom",13529,307.76,5.72932025844404
"United Kingdom",13531,483.8,6.18167159817593
"United Kingdom",13532,210.31,5.34858263269559
"United Kingdom",13533,270.79,5.60134361273442
"United Kingdom",13534,5870.08,8.67762354134937
